Id,SalePrice
1461,106833.48805192247
1462,154893.91847564044
1463,169443.50344020978
1464,182435.11205351568
1465,193144.75601286162
1466,175623.61487504613
1467,189733.20166978874
1468,162781.38918409118
1469,203592.3310578112
1470,111950.06171684669
1471,202553.0709168285
1472,104533.86528979303
1473,89317.88621762197
1474,149578.32589110525
1475,109545.0391060102
1476,348304.4995692464
1477,241811.5105629549
1478,307610.3069888225
1479,300724.146033859
1480,426344.71969783166
1481,278459.5092395573
1482,215279.7051675547
1483,179198.89302289463
1484,171318.28326439884
1485,200156.51353629827
1486,208899.0581049165
1487,298212.6758276619
1488,238113.00027288686
1489,189257.374359008
1490,243949.97232516357
1491,216602.02849275406
1492,93534.48307662527
1493,202468.8998948274
1494,292689.94051468885
1495,271662.00420032744
1496,252901.27272599706
1497,174352.13624518798
1498,176295.8356580221
1499,169618.7113643634
1500,162194.24150199516
1501,204923.1518812938
1502,153554.23666246698
1503,282736.7069220578
1504,245471.53582118344
1505,223368.39331724678
1506,197840.30334206315
1507,248442.88050873423
1508,211272.65713218984
1509,152412.2691996231
1510,134581.78416748485
1511,158431.54349384454
1512,179957.71688214262
1513,156877.1039307882
1514,140484.48999515743
1515,210386.1283100386
1516,168630.8552765921
1517,168917.99159856408
1518,123254.02327289793
1519,231988.28110068451
1520,132240.21219288994
1521,123585.49180041044
1522,195310.0368920207
1523,98333.87575048691
1524,127062.91113984672
1525,94114.53581816159
1526,87982.36695899547
1527,95765.72513521012
1528,148721.01887830754
1529,140300.3854840124
1530,197868.82826577956
1531,157906.47085095473
1532,110090.64657214319
1533,166973.01035788207
1534,155224.64336478204
1535,158423.96475134196
1536,110560.92993902633
1537,43829.44677199279
1538,167999.80086764487
1539,249271.62194196062
1540,111314.49527194697
1541,150342.94431992847
1542,145854.49716059433
1543,190539.20325357796
1544,87849.79546425797
1545,109461.4533886677
1546,142186.4919943691
1547,149752.60299554633
1548,129911.72111486385
1549,109062.0078428938
1550,137927.90527501036
1551,142583.57792464315
1552,149611.41101542438
1553,163415.5106903715
1554,123664.20088934278
1555,165433.76541872966
1556,77707.99972409906
1557,106987.94868063464
1558,120437.6142120971
1559,82097.71916399215
1560,136982.85328323056
1561,152424.60962092984
1562,137387.08397371866
1563,119988.45461465092
1564,164818.1569431534
1565,135587.17028454787
1566,239454.29945059874
1567,84405.84676480785
1568,240516.4801648696
1569,136369.92249970586
1570,145885.96990290328
1571,97060.7754269219
1572,142499.0017327367
1573,254613.5515310775
1574,112844.71395374261
1575,232723.41022610842
1576,244485.3827126889
1577,193259.15814937672
1578,166712.83643156296
1579,121004.54873226507
1580,195463.91438069716
1581,162590.3114068018
1582,125316.10992466487
1583,289481.01502636913
1584,225454.16074493204
1585,153566.6795145203
1586,44256.151749808574
1587,105559.48849499121
1588,153365.27463184236
1589,100209.92970569039
1590,131851.07930996668
1591,67301.4338441231
1592,146087.20466350327
1593,131840.4619637279
1594,149998.84247016493
1595,113691.28513875508
1596,227530.92653723116
1597,169211.82064133298
1598,193621.34193777625
1599,190511.27508240577
1600,189714.2545341347
1601,28693.817878105358
1602,122894.77161146924
1603,67652.32620488692
1604,275585.56929092284
1605,249138.74377376607
1606,164031.1645529936
1607,166962.44264962585
1608,228327.03668803573
1609,193832.23594263205
1610,148538.65458110758
1611,133613.69376178863
1612,191362.78368628435
1613,160111.71434533838
1614,137400.8496756746
1615,72091.59263861913
1616,52205.124879087205
1617,69162.13687465063
1618,110755.98611624609
1619,150697.86942011572
1620,162692.93453166325
1621,134395.6841101145
1622,157028.14444266702
1623,265036.7288434376
1624,214275.22210757446
1625,123281.39591743928
1626,181122.6564504997
1627,184071.6178527206
1628,277941.15243148105
1629,177978.484942415
1630,326955.60764978477
1631,212978.85741009738
1632,228061.26440007778
1633,184124.1653675429
1634,189991.0235437408
1635,191151.45818384594
1636,163313.77364461834
1637,193938.91225084994
1638,203677.91430430804
1639,177774.06335378907
1640,262479.8414934268
1641,186439.6529356286
1642,256600.8590603659
1643,222960.10465210446
1644,232599.24641635854
1645,235907.5068133097
1646,169148.79695865957
1647,163824.52917883778
1648,132280.94611248313
1649,142735.5447270425
1650,99500.32770028646
1651,106052.47013890851
1652,105721.40425571875
1653,104064.82019141238
1654,148390.03947908443
1655,147556.52567528613
1656,142802.06820652503
1657,149693.02686575407
1658,153392.66711047044
1659,110330.79836526464
1660,155283.31933168223
1661,412901.0378515088
1662,339241.4538941672
1663,372872.77351404936
1664,435179.551839928
1665,320112.5868380513
1666,300174.7467477784
1667,346319.8700205176
1668,353478.3942228296
1669,316387.5358712012
1670,344761.47571506933
1671,258180.77300994567
1672,384121.6377784099
1673,281778.5744657279
1674,249930.85171877217
1675,209798.19013879713
1676,211630.68766003608
1677,209930.42723870176
1678,420819.78879125835
1679,349170.4557724907
1680,322579.22026057134
1681,281606.1485333573
1682,290664.3076120751
1683,191833.66707203936
1684,189645.32793600817
1685,198572.67701618304
1686,177468.11885022078
1687,186857.13645106248
1688,205516.7024525898
1689,210418.23497357848
1690,213084.98018199397
1691,203600.82615953486
1692,274921.79247873276
1693,187432.6609645388
1694,185043.1501333236
1695,165444.24779751626
1696,267165.28158589033
1697,162646.12740743713
1698,304582.19883081643
1699,320817.37584084715
1700,241675.1203940536
1701,272562.3428329242
1702,250417.81033193818
1703,242718.27781323183
1704,280877.2227118582
1705,274379.47754306183
1706,386826.5252052278
1707,220681.1703634192
1708,206472.25299745417
1709,264880.8922403485
1710,230317.6863252788
1711,281214.20364619244
1712,252818.3300919019
1713,270164.36223207146
1714,226711.82406965733
1715,214910.67910967526
1716,180437.9405451773
1717,185652.80518604378
1718,132882.53570315387
1719,218482.1681937717
1720,273014.576707567
1721,177674.449458674
1722,122535.32843667583
1723,162551.2924061846
1724,214117.55583690308
1725,245569.51771147407
1726,197621.07997195338
1727,158268.62473999098
1728,201475.2348425721
1729,159671.91746044107
1730,160734.01428223733
1731,134232.12898408037
1732,121385.93010689225
1733,105939.11012990141
1734,118207.45963210193
1735,146959.95747589783
1736,104821.66715001353
1737,281132.3193637625
1738,233884.15338760897
1739,260970.76746511788
1740,206339.21502151096
1741,191628.20491156727
1742,185917.21071925125
1743,192490.83014173474
1744,321761.80739144515
1745,218785.09655591004
1746,207807.54636266822
1747,218189.29402718684
1748,226970.8865303611
1749,165851.74716075984
1750,141623.5316068102
1751,260505.72297153177
1752,111008.00326094928
1753,153307.10142129438
1754,204316.33381934804
1755,187850.52378674454
1756,130255.66758918704
1757,109502.13929759475
1758,147473.33889267957
1759,155126.12326459153
1760,166916.9092608
1761,152593.0666885204
1762,173530.2570429031
1763,183812.03665633753
1764,103326.54547379099
1765,180159.48762007873
1766,190325.33822988212
1767,227269.62481936385
1768,142030.96090959728
1769,172029.05121046572
1770,174124.32117360638
1771,109270.3824663414
1772,144119.85036959357
1773,112431.12959943578
1774,144742.12698370728
1775,145429.51162611615
1776,133390.54076321892
1777,115896.1223999174
1778,153965.68719215973
1779,126227.11030801735
1780,183996.92640580388
1781,119276.13746462954
1782,64318.16879559847
1783,140870.42827943113
1784,117860.94970186561
1785,137467.7332569351
1786,138322.80415217232
1787,189848.75110408996
1788,77827.00486086553
1789,104864.40855328171
1790,62748.17324318783
1791,208465.07906347254
1792,157409.040130138
1793,141575.13080641697
1794,177797.60836479848
1795,136465.38511234376
1796,153518.68180473143
1797,138525.02918733098
1798,113316.6908716679
1799,96014.86023997125
1800,131089.4297807505
1801,115566.40984000292
1802,138593.2374083413
1803,159859.65320290189
1804,142390.8311699881
1805,142642.1259037213
1806,134864.92926417297
1807,165138.32831467965
